text,label
"A Beszélj vele annyira átkozottul bebiztosított, hogy fogalmunk sincs, kik a főszereplők, ahogy a film előrehalad - és mégis nehéz megállni, hogy ne nézd tovább.",neutral
"A szárproducer, Salma Hayek és a rendező, Julie Taymore átitatták Fridát egy különleges, csak a főszereplő festményeire jellemző vizuális stílussal, és eközben létrehoztak egy saját remekművet.",positive
Egy igazán csodálatos mese lenyűgöző animációval kombinálva.,positive
"Egy visszafogott szerelmi munka, amely nagyon jól hangzik.",positive
"Egy átlagos fantázia a gyerekek hatalomátvételéről, kissé átlagon felüli intelligenciával.",neutral
"A Vallomások nem mindig koherens, de élesen komikus, és meglepően megható, ami miatt megéri megnézni.",positive
"Bár Guzmán elkeserítő módon elutasítja, hogy Pinochet bűneit politikai kontextusba helyezze, az anyagtól való távolságtartása nagyrészt csodálatra méltó.",neutral
"Egy régi és ijesztő történet a szörnyekről, amelyeket kreálunk, és arról, ahogy bosszút állnak rajtunk.",neutral
"Egy szentimentális, de teljesen ellenállhatatlan jellemábrázolás három öregedő nővérről.",positive
"Lehet, hogy a Fehér leander láttán forgatod a szemed a sötétben, de ez nem jelenti azt, hogy nem szeretnél ránézni.",neutral
"Egy szégyentelenül romantikus képet festve egy olyan nemzetről, amelynek dalai közvetlenül az emberek életéből merítenek, a film felmagasztalja a becsületes munkásemberek marx-i álmát: a munkájuknak nincs nagy látszata, harmonikusan élnek és együtt énekelnek.",neutral
"A legragyogóbb mű ebben a műfajban Sergio Leone hibás, de megdöbbentő Valaha Amerikában 1984-es vágatlan változata óta.",positive
"Közelről szemléli az egyértelműen törékeny, összetett kapcsolatokat.",neutral
"Nem rossz választás, feltételezve, hogy a légkondi a színházban megfelelően működik.",neutral
"Szép próbálkozás, érdekes téma, néhány lenyűgöző karakter és egy szomorú befejezés.",positive
"A nagy finálé persze nem olyan volt, amit Galinsky és Hawley tervezett de a jó dokumentumfilm készítő számára fontos, hogy ott legyen, amikor a kötél elszakad.",neutral
Bizonyára itt a világ vége: Idén a legjobb film egy sorozat folytatása Wesley Snipes főszereplésével.,neutral
Vannak elérhető pillanatai a vidámságnak.,neutral
"Hipnotikus portréja ennek a szomorú, kényszeres életnek.",neutral
"Míg Az utolsó metró  melodramatikusabb volt és egyetlen színházi társulatra, valamint annak stratégiáira és megtévesztésére korlátozódott, addig Tavernier inkább a történelem egész időszakával foglalkozik.",neutral
"Az év egyik legjobb filmje gyönyörű színészi játékával, leleményes forgatókönyvével, hipnotikus zenéjével és sok utánozhatatlan jelenetével a gyengédségről, a veszteségről, az elégedetlenségről és a sóvárgásról.",positive
A Visszatérés Sohaországba egy tipikus Disney alkotás elegendő kreatív energiával és szellemességgel minden korosztály szórakoztatásához.,positive
Michael Moore eddigi legjobb alkotása Amerika erőszakvágyáról szóló legutóbbi dokumentumfilmje.,positive
"Elég annyit mondanom, hogy miután látta ezt a filmet IMAX formában, jobban meg fogja ismerni Tom Hanks arcának legapróbb részleteit, mint a felesége.",negative
"Mint egy Tarantino film tele szívvel: az Alias Betty részletgazdag, ügyesen előadott és teljesen magával ragadó.",positive
Csodálatosan szórakoztató és frenetikusan örömteli dokumentumfilm.,positive
"Egy lendületes, tiszteletteljes és finoman más folytatás.",neutral
"Egy film, amit imádtam első látásra, és ami még fontosabb, imádtam visszaemlékezve is.",positive
Megérdemel egy tiszteletbeli helyet Nanook mellett mint mérföldkő a filmtörténelemben.,positive
"A Gyilkos szobalányok nem kíméli a Papin nővérek életét és azokat az eseményeket, amelyek miatt gyalázatos hírnévre tettek szert.",neutral
"Ez egy tagadhatatlanul érdekes film egy kalandvágyó fiatal tehetségtől, aki ihletet talál az amerikai metró peremén.",positive
"A Legédesebb dolog című romantikus vígjáték felháborító törekvéseivel lehet, hogy sok szempontból zűrzavaros.",negative
De van egy mentsvár.,neutral
Sok tréfája és megfigyelése női nézőpontot tükröz.,neutral
"Ez könnyű filmkészítés, az biztos, de elég kellemes  a vonzó a férfiszereplők miatt.",neutral
"Ez a rajzfilmes kaland a legalapvetőbb, olyan üdítő, hogy szinte érzed, ahogy a szél belekap a hajadba.",positive
A film mély és veszélyesen őszinte dolgokat tár fel a bolygónk kulisszái mögött álló emberekről és gépekről.,neutral
"Gosling személyisége, amely kirobbanó fizikai energia és meggyőző intelligencia elegye, hozzájárul egy összetett, kiszámíthatatlan karakter létrehozásához.",positive
"Megdöbbentő, mert ünnepélyesen halad egy merészen abszurd tézis felé.",neutral
A színészkedést nem lehet megjátszani.,neutral
Fulford-Wierzbicki ügyesen ábrázolja a koraérett tiniket.,positive
Egy vad utazás elég energiával és izgalommal tölt fel legalább három filmhez.,neutral
Ez egy klassz esemény az egész családnak.,positive
"Talán nem egy klasszikus, de egy olyan film, amit a gyerekek újra és újra meg akarnak majd nézni.",positive
"A film nem olyan szörnyű, mint az a  szinergikus impulzus, ami létrehozta.",negative
"A tipikusan figyelmes, gondosan árnyalt és intim francia felnőtté válásról szóló film egy biztató alkotás lett, de feleslegesen pesszimista a vége, ami túl nehéz a korábbi történéseihez képest.",neutral
"Inkább magának a hitnek a próbája, mint a neonácizmus vizsgálata.",neutral
"A megindító és súlyos ábrázolása annak, ahogyan egy család megpróbálja feldolgozni egy gyerek halálát.",positive
"Nem hiszem, hogy a legtöbb embernek, aki szerette az 1989-es Paradiso-t, jobban fog majd tetszeni az új verzió.",negative
De én igen.,neutral
"A izgalommal teli tömeg-kedvenc, amit csak a nyitott gondolkodású Elvis rajongók találnak majd szórakozatónak.",neutral
"Diggs és Lathan az egyik fő oka annak, hogy a Barna cukor olyan édes és szexi film.",positive
"Teljesen izgalmas, rendkívül jó tempójú és végső soron... merem azt mondani: szórakoztató!",positive
A hihetetlenül rugalmas szereplőgárda lebilincselő alakításai örömtelivé teszik a Szerelem című film moziélményét.,positive
"Félelmetes, hogy Nadia, az Amerikába érkezett orosz menyasszony egy szót sem tud angolul, és Kidman az, aki fenntartja a figyelmet a páratlanul cicaszerű előadásával, ami fokozatosan rétegződik.",neutral
"Everett továbbra is tökéletes Wildean színész, és a nyugodt Firth kifogástalan komikus készségekről tett tanúbizonyságot.",positive
"Ron Howard Apollo 13 IMAX formátumú újabb kiadása abszolút bizonyítja, hogy nagyon, nagyon, nagyon jó dolgok jöhetnek hatalmas csomagokban.",positive
"Nagyon jól megírt és rendezett, brutális őszinteséggel és a közönség iránti tisztelettel.",positive
Csodálatos vívójelenetek és izgalmas cselekmény teszi ezt a filmet rendkívül lebilincselővé.,positive
"Eléggé lineáris és púderkönnyedén felszínes, de Bogdanovich hatékonyan és a korszak iránti szeretettel fűzi össze a történéseket.",positive
"Meglepően bájos, sőt szellemes párja a legjobb hollywoodi képregény-adaptációknak.",positive
Ez egy szuper horror film.,positive
Az alkalmazkodás egyszerűen brilliáns.,positive
Az okos és éber Kavalkád az élet című film egy igazi kis gyöngyszem.,positive
"A Számat figyeld élménye olyan, mintha tökéletes fekete gyöngyök sorát látnánk, amelyek összekapcsolva egy zsinórt alkotnak.",positive
Vonz minket a sötét csillogás.,positive
Kísérteties történet gyilkosságról és vérengzésről.,neutral
Imádom a nyitó jeleneteket az 1899-es téli New Yorkról.,positive
"Egy film költészeti bemutató a város óvilági varázsáról, mielőtt a gépek szinte mindent megváltoztatnak.",positive
"Nehéz elképzelni, hogy bárkinek is sikerülne ellopnia egy filmet nemcsak a karizmatikus feltörekvő sztár Jake Gyllenhaaltól, hanem az Oscar-díjas Susan Sarandontól, Dustin Hoffmantól és Holly Huntertől is, de az újonc Ellen Pompeo remekül teljesíti a feladatot.",positive
A világ egyik legjobb rock-dokumentumfilmje.,positive
"A Wilco egy fenomenális zenekar olyan magával ragadó történettel, amely sokak elméjét és szívét megragadja.",positive
Ian Holm földhözragadt Napóleonként hódítja meg Franciaországot.,neutral
"Ah, mi a fene.",neutral
"Sportosan csodálatra méltó energia, testes jellemábrázolás és elbeszélői sürgetés.",positive
Egy művész portréja.,neutral
Brett Morgen és Nanette Burstein rendezők egy merész életrajzi fantáziát állítottak össze.,neutral
"A feliratos kosztümös dráma egy távoli afrikai birodalomban játszódik a mobiltelefonok, a fegyverek és a belsőégésű motor előtt, de a benne dübörgő politika olyan aktuális, mint a holnap.",positive
Óriási munka.,positive
"Egy elragadó, bár jelentéktelen falat a filmből.",neutral
"Miközben A házimaci gyerekeknek szól, a szülőket is elkápráztathatja a kis mértékű döcögősségével.",positive
"LaBute mesterien egyensúlyoz a hagyományos és a modern történetek között úgy, hogy egyik sem nyomja el a másikat.",neutral
Mindenkinek jut valami.,neutral
"Irwin annyira komolyan beszél, hogy nehéz ellenállni a kérésének, hogy kíméljük a vadon élő állatokat és tiszteljük a környezetüket.",positive
"Sokkal rosszabb üzeneteket is át lehetne adni a fiatal közönségnek és valószínűleg tökéletesen elégedettek lennének a felületes, bohókás vígjátékkal.",neutral
"Leigh-nek sikerül olyan drámai pofont adnia, amely egyszerre fájdalmas és üdítő.",neutral
"Nem az ijesztgetésekről van szó, hanem egy olyan hangulatról, amelyben egy baljós, átható és ismeretlen fenyegetés leselkedik közvetlenül az események alatt, és szinte állandó feszültséget ad.",neutral
"A filmrajongók nem tehetnek mást, mint hogy szeretik a Cinema Paradisót, akár az eredeti változatot, akár az új rendezői változatot nézik.",positive
"Lenyűgöző bepillantás egy elszigetelt világba, amely sok közhelyet megcáfol, és bemutatja az elkötelezett művészek egy csoportját.",positive
"Az egy dolog, hogy olvasunk a folyamatban lévő és példátlan építési projektről, ami a fejünk felett zajlik.",neutral
Egészen más érzés fizikailag belekeveredni a folyamatba.,neutral
"Ellentmond mindennek, amit manapság elvárunk a filmektől.",neutral
"Ahelyett, hogy egyszerűen a hagyományos anyagot hagyományos módon kezelné, a Titkár a legváratlanabb anyagot a legváratlanabb módon kezeli.",positive
"Lehettem volna még jobban felspanolva, mint amikor meghallottam, hogy az Apollo 13-at IMAX formátumban fogják kiadni?",positive
Egy szóval: nem.,neutral
"A Gyilkos szobalányokban sok jó elem van, nem utolsósorban a briliáns Testud és Parmentier alakításai.",positive
"Stacy Peralta filmrendezőnek feltűnő vágási stílusa van, ami nem mindig illik Sean Penn monoton elbeszéléséhez, de tiszteletben tartja az anyagot anélkül, hogy szentimentalizálná.",neutral
"Van néhány dolog, ami A győzelem kapujábant a legtöbb hasonló filmje fölé emeli, leginkább Duvall puszta jelenléte.",positive
"Könnyed amikor hidegrázós jelenetei vannak, de nehéz a légköre, és vannak benne olyan furcsa események, amiktől tátva marad a szád, de mégis furcsán vonzónak találod majd őket.",neutral
Felülemelkedik a tipikus hollywoodi rendezésen és a filmnek lelket kölcsönöz a régimódi menekülési vágy érzete mellett.,positive
"Egy könnyed keverék alkotás: történelem, ezoterikus töprengés és filozófia.",neutral
"A gyerekek imádni fogják a fantáziáját és a kalandokat, a felnőttek pedig megértik majd szeszélyes humorát.",positive
"Tsai Ming-liang szellemei fájdalmasan tudatában vannak annak, hogy nem léteznek.",neutral
"Az egyik lebilincselő képről a másikra ugráló Második emeleti dalok egy nagyon élénk álom minden élvezetes véletlenszerűségével rendelkezik, és így egyszerre lenyűgöző, szórakoztató és felkavaró.",positive
"Sean Penn, tartozol Nicolas Cage-nek egy bocsánatkéréssel.",neutral
Az előadások egységesen jók.,positive
"Mindenható, a pop-cyber kultúra hangja, ami a Björkségéből táplálkozik.",neutral
"Ez egy tökéletes tiszteletnyilvánítás azoknak az alábecsült szakembereknek, akik megérdemlik, de ritkán kapják meg.",positive
"Minden cselekménycsavar ellenére a bizarságot súrolja ahogy a film halad előre; a Véres munka egy erős, karakter-orientált darab.",neutral
"A történet talán 127 éves, de az Amaro atya bűne nem is lehetne időszerűbb a katolikus intézményen belüli korrupcióról alkotott kétségbeejtő elképzelésével.",positive
A számítástechnika fontos fejlődéseinek ezen mély áttekintését kötelező lenne megnézni minden egyetem informatika karán az elkövetkezendő években.,positive
"Megmutatja nekünk az élet egy szeletét, ami nagyon különbözik a miénktől, és mégis azonnal felismerhető.",positive
"Egy csodálatosan spekulatív karaktertanulmány, ami kiegészítette a meglehetősen lassú kezdést azzal, hogy bevonzott a képbe.",positive
